,sign,url,valid
71,who,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4,True
72,who,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4,True
73,fine,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4,True
74,fine,https://media.spreadthesign.com/video/mp4/13/92669.mp4,True
75,fine,https://www.signingsavvy.com/signs/mp4/6/6355.mp4,True
76,fine,https://www.signingsavvy.com/signs/mp4/14/14347.mp4,True
77,fine,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4,True
78,fine,https://media.asldeafined.com/vocabulary/1468494312.7752.mp4,True
79,fine,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4,True
82,no,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4,True
83,no,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4,True
84,no,https://www.signingsavvy.com/signs/mp4/23/23547.mp4,True
85,no,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4,True
86,no,https://www.signingsavvy.com/signs/mp4/6/6400.mp4,True
88,no,http://aslbricks.org/New/ASL-Videos/no.mp4,True
90,no,https://www.signingsavvy.com/signs/mp4/23/23949.mp4,True
91,no,https://media.spreadthesign.com/video/mp4/13/48823.mp4,True
92,no,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4,True
95,yes,https://media.spreadthesign.com/video/mp4/13/485639.mp4,True
96,yes,https://www.signingsavvy.com/signs/mp4/23/23544.mp4,True
97,yes,https://www.signingsavvy.com/signs/mp4/23/23545.mp4,True
98,yes,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yes.mp4,True
99,yes,https://media.asldeafined.com/vocabulary/1468774983.6377.mp4,True
100,yes,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-IIWhF2S6saQ.mp4,True
101,yes,http://aslbricks.org/New/ASL-Videos/yes.mp4,True
102,yes,https://media.asldeafined.com/vocabulary/1522767427.6654.mp4,True
103,yes,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-Kg0VRsnehgQ.mp4,True
104,yes,https://www.signingsavvy.com/signs/mp4/23/23546.mp4,True
105,all,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/all.mp4,True
106,all,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AL/ALL-11.mp4,True
107,all,https://www.signingsavvy.com/signs/mp4/22/22936.mp4,True
109,all,https://www.signingsavvy.com/signs/mp4/22/22937.mp4,True
110,all,http://aslbricks.org/New/ASL-Videos/all.mp4,True
111,all,https://media.asldeafined.com/vocabulary/1466172884.2656.mp4,True
112,all,https://media.spreadthesign.com/video/mp4/13/244016.mp4,True
113,black,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Black-Mr3gdFh3A28.mp4,True
114,black,http://aslbricks.org/New/ASL-Videos/black.mp4,True
115,black,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLACK-415.mp4,True
116,black,https://www.signingsavvy.com/signs/mp4/6/6787.mp4,True
117,black,https://www.signingsavvy.com/signs/mp4/7/7145.mp4,True
118,black,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/black.mp4,True
119,black,https://media.asldeafined.com/vocabulary/1466682549.1836.mp4,True
120,black,https://www.signingsavvy.com/signs/mp4/8/8384.mp4,True
122,black,https://media.spreadthesign.com/video/mp4/13/357947.mp4,True
123,finish,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/finish.mp4,True
124,finish,https://www.signingsavvy.com/signs/mp4/7/7267.mp4,True
125,finish,https://media.asldeafined.com/vocabulary/1468494387.7315.mp4,True
127,finish,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Finish%202-BNOu92X_Hws.mp4,True
128,finish,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Finish%2C%20That%27s%20Enough-UODQssr2FSc.mp4,True
129,finish,https://www.signingsavvy.com/signs/mp4/8/8336.mp4,True
130,finish,https://www.signingsavvy.com/signs/mp4/23/23269.mp4,True
131,finish,https://media.spreadthesign.com/video/mp4/13/455668.mp4,True
132,hot,https://media.spreadthesign.com/video/mp4/13/58462.mp4,True
133,hot,https://www.signingsavvy.com/signs/mp4/6/6109.mp4,True
134,hot,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-9X3bjjuKGMM.mp4,True
135,hot,https://media.asldeafined.com/vocabulary/1468638601.9688.mp4,True
136,hot,https://www.signingsavvy.com/signs/mp4/14/14232.mp4,True
137,hot,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-QCvXMjNN4PE.mp4,True
138,hot,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-wy-09ieHXhM.mp4,True
140,hot,http://aslbricks.org/New/ASL-Videos/hot.mp4,True
141,hot,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hot.mp4,True
142,like,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20really%20like-7y5Ye-2-ZBs.mp4,True
143,like,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/like.mp4,True
145,like,http://aslbricks.org/New/ASL-Videos/like.mp4,True
146,like,https://media.asldeafined.com/vocabulary/1468711783.5361.mp4,True
147,like,https://media.asldeafined.com/vocabulary/1468711809.2438.mp4,True
148,like,https://www.signingsavvy.com/signs/mp4/6/6394.mp4,True
149,like,https://www.signingsavvy.com/signs/mp4/14/14298.mp4,True
151,like,https://media.spreadthesign.com/video/mp4/13/457551.mp4,True
152,many,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many%202-j0vvJVAAcBs.mp4,True
153,many,https://www.signingsavvy.com/signs/mp4/6/6570.mp4,True
154,many,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many-RzCIBY5rsGA.mp4,True
155,many,https://www.signingsavvy.com/signs/mp4/8/8040.mp4,True
156,many,https://media.spreadthesign.com/video/mp4/13/246018.mp4,True
157,many,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/many.mp4,True
158,many,https://media.asldeafined.com/vocabulary/1468713681.2568.mp4,True
159,many,https://www.signingsavvy.com/signs/mp4/8/8041.mp4,True
160,many,http://aslbricks.org/New/ASL-Videos/many.mp4,True
162,now,https://media.spreadthesign.com/video/mp4/13/49006.mp4,True
163,now,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20now-0wcuocGAvNU.mp4,True
164,now,https://www.signingsavvy.com/signs/mp4/7/7687.mp4,True
165,now,https://www.signingsavvy.com/signs/mp4/9/9785.mp4,True
166,now,https://www.signingsavvy.com/signs/mp4/7/7774.mp4,True
167,now,https://media.asldeafined.com/vocabulary/1468719996.5074.mp4,True
169,now,http://aslbricks.org/New/ASL-Videos/now.mp4,True
170,now,https://media.spreadthesign.com/video/mp4/13/111145.mp4,True
171,orange,https://media.asldeafined.com/vocabulary/1468722445.5887.mp4,True
172,orange,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Orange-mylSeGckZJs.mp4,True
174,orange,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/OR/ORANGE-521.mp4,True
175,orange,http://aslbricks.org/New/ASL-Videos/orange.mp4,True
176,orange,https://www.signingsavvy.com/signs/mp4/14/14519.mp4,True
177,orange,https://media.spreadthesign.com/video/mp4/13/91534.mp4,True
178,orange,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/orange.mp4,True
179,orange,https://media.asldeafined.com/vocabulary/1468722468.1582.mp4,True
181,table,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/table.mp4,True
183,table,https://media.asldeafined.com/vocabulary/1468942806.9415.mp4,True
184,table,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Booth%2C%20Desk%2C%20Table-8QbAD7Y9UEk.mp4,True
185,table,https://www.signingsavvy.com/signs/mp4/9/9252.mp4,True
186,bed,https://media.asldeafined.com/vocabulary/1466681104.4565.mp4,True
187,bed,https://www.signingsavvy.com/signs/mp4/6/6637.mp4,True
188,bed,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BED-2101.mp4,True
189,bed,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bed.mp4,True
190,bed,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BED-1974.mp4,True
191,bed,https://www.signingsavvy.com/signs/mp4/23/23233.mp4,True
192,bed,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bed-Btm85a-1LuM.mp4,True
193,bed,https://www.signingsavvy.com/signs/mp4/23/23908.mp4,True
194,bed,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bed%204-Y5FkAjWcqcw.mp4,True
196,bed,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BED-384.mp4,True
197,bed,https://media.spreadthesign.com/video/mp4/13/123626.mp4,True
198,bed,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bed%202-ORy44F0bpkU.mp4,True
199,blue,https://media.spreadthesign.com/video/mp4/13/455254.mp4,True
200,blue,http://aslbricks.org/New/ASL-Videos/blue.mp4,True
202,blue,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLUE-417.mp4,True
203,blue,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Blue.mp4,True
204,blue,https://media.asldeafined.com/vocabulary/1466683577.262.mp4,True
205,blue,https://www.signingsavvy.com/signs/mp4/22/22144.mp4,True
206,blue,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/blue.mp4,True
207,can,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CAN-426.mp4,True
208,can,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/can.mp4,True
210,can,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20can%202-jK3eUJXZ3h8.mp4,True
211,can,https://www.signingsavvy.com/signs/mp4/9/9064.mp4,True
212,can,https://media.asldeafined.com/vocabulary/1522766215.7563.mp4,True
213,can,https://media.asldeafined.com/vocabulary/1466726413.7244.mp4,True
214,can,https://www.signingsavvy.com/signs/mp4/7/7817.mp4,True
215,can,http://aslbricks.org/New/ASL-Videos/can.mp4,True
216,dog,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/dog.mp4,True
217,dog,https://media.spreadthesign.com/video/mp4/13/456752.mp4,True
218,dog,https://media.asldeafined.com/vocabulary/1467772624.2233.mp4,True
219,dog,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DO/DOG-376.mp4,True
220,dog,https://www.signingsavvy.com/signs/mp4/6/6597.mp4,True
221,dog,https://media.spreadthesign.com/video/mp4/13/456751.mp4,True
222,dog,https://www.signingsavvy.com/signs/mp4/24/24220.mp4,True
224,dog,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DO/DOG-441.mp4,True
225,dog,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/dog-2.mp4,True
226,dog,http://aslbricks.org/New/ASL-Videos/dog.mp4,True
227,fish,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Fish-_GVODUZLS70.mp4,True
228,fish,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/fish.mov,True
229,fish,https://www.signingsavvy.com/signs/mp4/6/6808.mp4,True
230,fish,http://aslbricks.org/New/ASL-Videos/fish.mp4,True
231,fish,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FISH-387.mp4,True
233,fish,https://www.signingsavvy.com/signs/mp4/6/6809.mp4,True
234,fish,https://media.asldeafined.com/vocabulary/1468494686.303.mp4,True
235,fish,https://media.spreadthesign.com/video/mp4/13/74988.mp4,True
236,fish,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fish.mp4,True
238,hat,https://www.signingsavvy.com/signs/mp4/23/23605.mp4,True
239,hat,https://media.spreadthesign.com/video/mp4/13/51154.mp4,True
240,hat,http://aslbricks.org/New/ASL-Videos/hat.mp4,True
241,hat,https://media.asldeafined.com/vocabulary/1468579799.8963.mp4,True
242,hat,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hat-F1p5oelfV7U.mp4,True
243,hat,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hat.mp4,True
244,hat,https://www.signingsavvy.com/signs/mp4/6/6388.mp4,True
246,kiss,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cheek%20Kissing-igoSeqb5kF8.mp4,True
247,kiss,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/kiss.mp4,True
248,kiss,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Kiss%202-pmiprSOQb3U.mp4,True
249,kiss,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Kiss-6KDwdmpMIJw.mp4,True
250,kiss,https://media.asldeafined.com/vocabulary/1468670470.2614.mp4,True
251,kiss,https://www.signingsavvy.com/signs/mp4/5/5947.mp4,True
254,kiss,https://www.signingsavvy.com/signs/mp4/5/5948.mp4,True
255,later,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Later%203-nbbipDhvyVQ.mp4,True
256,later,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Later-K4l6zXKW2b4.mp4,True
257,later,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LA/LATER-169.mp4,True
258,later,https://www.signingsavvy.com/signs/mp4/7/7458.mp4,True
259,later,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Later-FVJ2dUlmpXA.mp4,True
262,later,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Later%202-UlcQ5965pNk.mp4,True
263,later,https://media.asldeafined.com/vocabulary/1468671424.4465.mp4,True
264,later,https://media.spreadthesign.com/video/mp4/13/457497.mp4,True
265,later,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LA/LATER-1688.mp4,True
266,later,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20later-LwQxFlH3wmA.mp4,True
267,man,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Male%2C%20Man-k2HqojTY0ZE.mp4,True
268,man,https://media.spreadthesign.com/video/mp4/13/456667.mp4,True
269,man,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/man.mp4,True
270,man,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MA/MAN-1627.mp4,True
271,man,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MA/MAN-2000.mp4,True
272,man,https://media.asldeafined.com/vocabulary/1546574351.9937.mp4,True
273,man,http://aslbricks.org/New/ASL-Videos/man.mp4,True
274,man,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Man-aifqg8ePLMI.mp4,True
275,man,https://www.signingsavvy.com/signs/mp4/7/7441.mp4,True
277,man,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/man2.mp4,True
278,man,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MA/MAN-503.mp4,True
279,shirt,https://www.signingsavvy.com/signs/mp4/6/6249.mp4,True
280,shirt,https://media.asldeafined.com/vocabulary/1468766065.7078.mp4,True
281,shirt,https://www.signingsavvy.com/signs/mp4/23/23615.mp4,True
282,shirt,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/shirt-plaid.mp4,True
283,shirt,https://www.signingsavvy.com/signs/mp4/23/23616.mp4,True
284,shirt,https://www.signingsavvy.com/signs/mp4/7/7169.mp4,True
286,shirt,https://media.spreadthesign.com/video/mp4/13/50791.mp4,True
287,shirt,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Shirt-Mi3CHINu71M.mp4,True
288,shirt,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/shirt-vneck.mp4,True
289,shirt,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/shirt.mp4,True
290,shirt,https://www.signingsavvy.com/signs/mp4/23/23618.mp4,True
292,white,https://media.spreadthesign.com/video/mp4/13/50906.mp4,True
293,white,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20White-PWGruSSI30c.mp4,True
294,white,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/white.mp4,True
295,white,http://aslbricks.org/New/ASL-Videos/white.mp4,True
296,white,https://www.signingsavvy.com/signs/mp4/7/7061.mp4,True
297,white,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/white-person.mp4,True
298,white,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20White-75OHf34DQXk.mp4,True
299,white,https://media.asldeafined.com/vocabulary/1468928266.3449.mp4,True
300,white,https://www.signingsavvy.com/signs/mp4/7/7064.mp4,True
301,apple,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/apple-2.mp4,True
303,apple,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AP/APPLE-406.mp4,True
304,apple,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/apple.mp4,True
305,apple,https://media.spreadthesign.com/video/mp4/13/480702.mp4,True
306,apple,https://media.asldeafined.com/vocabulary/1466511662.3373.mp4,True
307,apple,https://media.spreadthesign.com/video/mp4/13/455436.mp4,True
308,apple,https://www.signingsavvy.com/signs/mp4/7/7981.mp4,True
309,apple,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AP/APPLE-2073.mp4,True
310,apple,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AP/APPLE-2072.mp4,True
311,apple,http://aslbricks.org/New/ASL-Videos/apple.mp4,True
312,bird,https://www.signingsavvy.com/signs/mp4/23/23779.mp4,True
313,bird,http://aslbricks.org/New/ASL-Videos/bird.mp4,True
314,bird,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/bird.mov,True
315,bird,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bird.mp4,True
316,bird,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bird-FoeeEapec3M.mp4,True
318,bird,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bird-9B3c2F8jE7M.mp4,True
319,bird,https://media.spreadthesign.com/video/mp4/13/124323.mp4,True
320,bird,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BI/BIRD-361.mp4,True
321,bird,https://media.asldeafined.com/vocabulary/1466682238.9870.mp4,True
322,cow,http://aslbricks.org/New/ASL-Videos/cow.mp4,True
323,cow,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cow%202.mp4,True
324,cow,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cow-6-hRTBII8CE.mp4,True
325,cow,https://www.signingsavvy.com/signs/mp4/14/14633.mp4,True
326,cow,https://media.spreadthesign.com/video/mp4/13/357956.mp4,True
327,cow,https://media.asldeafined.com/vocabulary/1466904642.2093.mp4,True
329,cow,https://www.signingsavvy.com/signs/mp4/14/14631.mp4,True
330,cow,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cow.mp4,True
331,dance,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DA/DANCE-1207.mp4,True
332,dance,https://www.signingsavvy.com/signs/mp4/6/6768.mp4,True
334,dance,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Dance-LOxTQ06JyCQ.mp4,True
335,dance,https://media.spreadthesign.com/video/mp4/13/93915.mp4,True
336,dance,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/dance.mp4,True
337,dance,https://media.asldeafined.com/vocabulary/1466906258.9856.mp4,True
339,give,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Give-5M1xfBmmXpg.mp4,True
340,give,https://media.spreadthesign.com/video/mp4/13/51920.mp4,True
341,give,https://www.signingsavvy.com/signs/mp4/23/23273.mp4,True
342,give,https://www.signingsavvy.com/signs/mp4/7/7424.mp4,True
343,give,http://aslbricks.org/New/ASL-Videos/give.mp4,True
344,give,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Give%20You%20Something--Ma0iHFZKv8.mp4,True
345,give,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Give%20You%20Something%202-ysfVqxTJKcg.mp4,True
346,give,https://www.signingsavvy.com/signs/mp4/14/14622.mp4,True
347,give,https://media.asldeafined.com/vocabulary/1468549017.6848.mp4,True
348,pizza,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/pizza-2.mp4,True
349,pizza,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/pizza.mp4,True
350,pizza,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Pizza-mJVC9oI13Lo.mp4,True
351,pizza,https://www.signingsavvy.com/signs/mp4/6/6671.mp4,True
352,pizza,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/PI/PIZZA-904.mp4,True
353,pizza,https://media.asldeafined.com/vocabulary/1468726411.9058.mp4,True
354,pizza,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Pizza%202-Gm8PTVKHF1s.mp4,True
355,pizza,http://aslbricks.org/New/ASL-Videos/pizza.mp4,True
357,pizza,https://www.signingsavvy.com/signs/mp4/6/6673.mp4,True
358,pizza,https://www.signingsavvy.com/signs/mp4/14/14610.mp4,True
359,pizza,https://media.spreadthesign.com/video/mp4/13/457790.mp4,True
360,time,https://www.signingsavvy.com/signs/mp4/23/23948.mp4,True
361,time,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TI/TIME-1233.mp4,True
363,time,https://media.asldeafined.com/vocabulary/1468945476.6416.mp4,True
364,time,https://www.signingsavvy.com/signs/mp4/7/7100.mp4,True
365,time,http://aslbricks.org/New/ASL-Videos/time.mp4,True
366,time,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/time.mp4,True
